FID,Id,NODE_ID,STREAM_ID,STREAM_KM,LENGTH,LONGITUDE,LATITUDE,STREAM_AZM,CHANWIDTH,LEFT,RIGHT,ELEVATION,Z_NODE,GRADIENT,TOPO_NE,TOPO_E,TOPO_SE,TOPO_S,TOPO_SW,TOPO_W,TOPO_NW,TOPO_N,LC_T0_S0,LC_T1_S1,LC_T1_S2,LC_T1_S3,LC_T1_S4,LC_T1_S5,LC_T2_S1,LC_T2_S2,LC_T2_S3,LC_T2_S4,LC_T2_S5,LC_T3_S1,LC_T3_S2,LC_T3_S3,LC_T3_S4,LC_T3_S5,LC_T4_S1,LC_T4_S2,LC_T4_S3,LC_T4_S4,LC_T4_S5,LC_T5_S1,LC_T5_S2,LC_T5_S3,LC_T5_S4,LC_T5_S5,LC_T6_S1,LC_T6_S2,LC_T6_S3,LC_T6_S4,LC_T6_S5,LC_T7_S1,LC_T7_S2,LC_T7_S3,LC_T7_S4,LC_T7_S5,LC_T8_S1,LC_T8_S2,LC_T8_S3,LC_T8_S4,LC_T8_S5,ELE_T1_S1,ELE_T1_S2,ELE_T1_S3,ELE_T1_S4,ELE_T1_S5,ELE_T2_S1,ELE_T2_S2,ELE_T2_S3,ELE_T2_S4,ELE_T2_S5,ELE_T3_S1,ELE_T3_S2,ELE_T3_S3,ELE_T3_S4,ELE_T3_S5,ELE_T4_S1,ELE_T4_S2,ELE_T4_S3,ELE_T4_S4,ELE_T4_S5,ELE_T5_S1,ELE_T5_S2,ELE_T5_S3,ELE_T5_S4,ELE_T5_S5,ELE_T6_S1,ELE_T6_S2,ELE_T6_S3,ELE_T6_S4,ELE_T6_S5,ELE_T7_S1,ELE_T7_S2,ELE_T7_S3,ELE_T7_S4,ELE_T7_S5,ELE_T8_S1,ELE_T8_S2,ELE_T8_S3,ELE_T8_S4,ELE_T8_S5
63,0,122,0,12.2,100,-90.77572253,43.61980521,245.1026688,14.49233846,6.44340485,8.048933608,272.47977,274.03302,0.004490256,0,0,0,0,0,0,0,0,-1,-1,-1,-1,8,-2,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,10,10,10,3,-1,10,10,10,-2,-2,8,-2,-2,-2,-2,8,-2,-2,7,7,276.38144,274.66324,274.66324,273.33746,273.449,276.38144,277.4178,277.4178,278.3952,280.79016,276.38144,281.54868,281.54868,281.54868,282.9298,280.1798,280.1798,280.1798,280.1798,285.1749,275.4882,278.95642,278.95642,277.9418,277.9418,275.4882,275.4882,274.80865,273.5732,273.5732,275.4882,273.46124,273.46124,272.47977,272.47977,274.03302,274.03302,273.1064,273.1064,272.59644
64,0,121,0,12.1,100,-90.77687672,43.61952295,253.6095553,10.23841605,4.405901217,5.832514828,272.64505,273.75308,0.004490256,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,7,-1,-1,-1,10,10,9,9,-2,-2,11,9,-2,-2,11,11,9,-2,10,10,10,-1,-1,-1,-1,10,-1,-2,9,9,-2,-2,-2,9,9,8,273.7542,273.7542,273.7542,274.1033,272.92957,273.7542,273.7542,274.1033,274.1033,275.58414,277.22583,277.22583,283.48462,285.153,285.153,276.3502,281.72684,281.72684,288.22137,288.22137,276.3502,275.57053,280.25964,280.25964,279.19455,273.75308,273.69675,273.47482,273.47482,273.6214,273.75308,273.69675,273.69675,273.69675,273.0969,273.75308,273.75308,273.75308,272.8176,272.8176
65,0,120,0,12,100,-90.77807076,43.61928611,251.1278108,12.50069394,6.944621981,5.556071954,268.01987,271.74402,0.004490256,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-1,-1,11,11,9,-1,2,11,11,11,-1,9,9,9,10,9,9,9,9,9,-1,8,8,8,7,-1,8,8,9,9,-1,-2,8,8,9,273.10995,273.10995,272.61874,273.21686,272.9745,273.10995,273.10995,273.72943,273.72943,274.60538,273.77017,273.77017,276.70874,278.75375,278.75375,272.26987,272.26987,274.80035,279.1881,279.1881,272.26987,269.8026,272.4554,272.4554,270.1062,271.75278,269.85715,269.85715,268.568,268.28857,271.75278,269.85715,270.73196,270.73196,270.69156,271.75278,271.74402,271.74402,271.92154,271.92154
66,0,119,0,11.9,100,-90.77919117,43.6189306,258.8822401,13.77304101,7.505682561,6.267358451,267.89276,267.94812,0.0012711,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-1,-1,-1,5,-1,-1,-1,-2,10,10,-1,-2,-2,10,10,6,6,5,5,6,-1,-1,-1,3,3,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,267.94812,267.89276,268.19897,268.1652,268.1652,267.89276,267.89276,268.1022,268.1022,268.52438,267.94812,267.89276,269.43866,270.89246,275.23764,267.94812,269.05078,269.05078,271.6555,274.27676,267.94812,267.9841,268.7808,268.57303,270.50082,267.9841,267.9841,268.0074,268.0074,268.02658,267.94812,267.9841,268.17587,268.16803,268.16803,267.94812,267.94812,268.18524,268.32623,268.32623
67,0,118,0,11.8,100,-90.78038173,43.61893985,265.0656848,14.71566365,7.446655496,7.269008149,267.78616,268.1419,0.001066,0,0,0,0,0,0,0,0,-1,-1,-2,7,-2,4,-1,-1,-1,-1,7,-1,-1,7,8,8,-1,6,6,-2,-2,-1,-1,-2,-2,11,-1,-1,-1,9,-1,-1,-2,9,9,-2,-1,8,8,8,-2,267.86557,267.81888,267.98758,267.96664,268.12796,267.81888,267.81888,267.81033,267.81033,267.8309,267.80008,267.83298,267.83298,267.90027,267.90027,267.80008,267.80008,267.80008,268.3199,268.3199,267.80008,267.78616,267.78616,267.7921,267.7921,267.86557,267.9101,267.91562,267.91562,267.90887,267.86557,267.9101,268.2436,268.25992,268.70392,267.86557,268.1419,268.1419,268.44742,268.44742
68,0,117,0,11.7,100,-90.78158767,43.61876386,246.5611945,6.650069066,3.412054879,3.238014186,267.7853,268.10544,8.6E-06,0,0,0,0,0,0,0,0,-1,5,-2,-2,-2,-2,-1,-1,-2,-1,-1,-1,-2,10,10,10,-2,-2,-2,7,7,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,-2,-2,-2,-2,268.10544,267.97086,267.97086,267.83853,267.83853,267.8006,267.8006,267.8151,267.8151,267.85532,267.8305,267.8006,267.9484,268.0457,268.5827,267.8305,267.81116,267.81116,268.01364,268.01364,267.8305,267.9004,267.78656,267.81137,267.79825,267.9004,267.9004,268.0389,268.0389,268.26483,268.10544,267.9004,268.32028,268.58215,268.58215,268.10544,268.10544,268.10544,268.70462,268.70462
69,0,116,0,11.6,100,-90.78255717,43.61823699,223.7347779,7.086308462,3.441622376,3.644686086,267.7776,268.14832,0.000077,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,9,9,-2,-2,-2,8,8,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,267.78662,267.88013,267.88013,267.79688,267.92734,267.78662,267.78662,267.79126,267.79126,267.876,267.78662,267.78662,267.78662,267.92334,267.92334,267.8564,267.8564,267.77994,267.77994,267.84274,267.8564,268.0905,268.0905,267.82855,268.4872,267.8564,268.0905,269.17172,269.17172,269.79712,267.8564,268.62463,268.62463,268.62463,270.25674,267.8564,268.14832,268.6955,268.6955,269.24753
70,0,115,0,11.5,100,-90.78323342,43.61749049,197.6906615,9.87733976,4.225329048,5.652010712,267.7093,268.18744,0.000683,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,11,-1,-2,-2,-2,10,-1,-1,-1,-2,-2,267.89157,267.78784,267.77734,267.77734,267.78177,267.89157,267.78784,267.89554,267.89554,268.0643,267.76648,267.82468,267.8644,267.8644,268.0935,267.76648,267.72025,267.72025,267.7093,267.7093,268.3091,268.3091,268.0985,271.20944,271.20944,268.66956,268.66956,271.97565,271.97565,274.1216,268.66956,268.66956,269.3006,271.97565,272.45358,267.89157,268.18744,268.18744,268.18744,268.18744
71,0,114,0,11.4,100,-90.78325577,43.61659256,176.250938,18.17397573,9.274227297,8.899748435,267.73273,267.90707,0.00154165,0,0,0,0,0,0,0,0,6,6,6,-2,7,8,6,8,8,8,-2,6,8,8,8,6,6,8,8,8,-1,6,-1,-2,-2,-2,-1,-2,-2,-2,-2,6,-1,-2,-2,-2,6,-1,-1,-1,8,267.90707,267.90707,267.7534,267.75598,267.88354,267.9146,267.75217,267.75217,267.8572,267.8572,267.9146,267.92682,267.7434,267.7434,267.84915,267.9146,267.92682,267.92682,267.92682,267.94147,268.6273,268.72003,270.094,270.094,270.094,268.6273,269.97833,269.97833,272.86902,272.86902,268.58502,268.58502,269.92667,271.4036,271.4036,267.90707,267.90707,267.9236,267.93048,267.93048
72,0,113,0,11.3,100,-90.78305063,43.61571901,152.6037774,15.17264724,5.839952566,9.332694671,267.40097,268.52438,0.00154165,0,0,0,0,0,0,0,0,9,9,-2,-2,-2,-2,9,-1,-1,-2,-2,9,9,-2,-2,-2,-1,9,9,7,7,6,6,7,7,-2,6,6,6,-2,-2,6,-1,5,-1,2,5,-2,-2,-2,-2,267.83118,267.83118,267.6809,267.7156,267.7156,268.0086,268.0086,267.64713,267.66446,267.66446,268.0086,268.23544,267.5836,267.5836,267.4956,268.84274,269.13303,269.13303,269.3783,269.59436,268.84274,269.13303,270.13663,270.13663,271.38235,268.84274,269.87906,269.87906,270.9593,272.0356,268.52438,268.52438,269.60352,269.31757,270.48193,268.52438,268.52438,268.26273,268.26273,268.26273
73,0,112,0,11.2,100,-90.78226909,43.6152406,149.5388936,6.649500779,3.647952915,3.001547864,267.39703,267.70566,0.0000394,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,267.96088,267.96088,268.24274,268.2285,268.2285,267.90488,268.23645,268.23645,268.5915,268.5915,267.90488,267.82825,268.1911,268.1911,268.12897,267.61444,267.5633,267.481,267.481,267.41983,267.61444,267.5633,267.4595,267.4595,267.47803,267.61444,267.41782,267.41782,267.46838,267.46838,267.70566,267.70566,267.4213,267.50058,267.43674,267.70566,267.70566,267.8029,267.8029,267.6347
74,0,111,0,11.1,100,-90.78194906,43.61438695,171.7189133,6.014237204,2.976014601,3.038222603,266.4832,267.17987,0.0091383,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,10,-2,-2,-2,11,11,11,10,10,11,-1,11,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,2,-1,-1,-1,-1,-1,267.2869,267.2869,267.7461,267.91534,267.91534,267.06003,267.06003,267.2216,267.2216,267.33557,267.06003,267.06003,267.06003,267.2216,267.10254,266.9224,266.9224,266.9224,266.68854,266.68854,266.9224,266.82526,266.82526,266.82526,266.67917,266.9224,266.82526,266.82526,266.80472,266.87155,267.17987,267.11145,267.38507,267.38507,267.2719,267.17987,267.56442,267.56442,267.87756,267.87756
75,0,110,0,11,100,-90.78191537,43.61358403,160.2761482,11.99056465,5.44234744,6.548217214,266.39444,267.32617,0.0008876,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,6,6,6,6,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,6,-1,-2,-2,-2,-2,266.76276,266.76276,266.56653,266.69922,266.69922,267.20178,266.48102,266.48102,266.6771,266.6771,267.20178,267.7706,266.5264,266.5264,266.87378,268.03934,268.80084,268.80084,269.59842,270.36023,268.03934,268.80084,269.94485,269.94485,271.73828,268.03934,269.09164,269.09164,270.2126,270.2126,267.32617,267.32617,268.2122,267.46045,268.37653,267.32617,267.32617,266.87573,266.87573,266.87573
76,0,109,0,10.9,100,-90.78122075,43.61295343,153.0847022,10.37105621,5.057196344,5.313859862,266.37112,267.3165,0.0002332,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,5,-1,-1,-1,-1,9,-1,-1,-2,-2,-2,-1,-2,-2,5,5,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,267.3165,267.76108,267.76108,267.92618,268.1555,267.08798,267.5197,267.5197,267.89337,268.10657,267.08798,267.25372,267.25372,267.25372,267.43695,267.08798,266.71887,266.71887,266.6164,266.37112,266.54175,266.77005,267.10617,267.10617,267.53168,266.54175,266.54175,267.02103,267.45605,267.45605,266.53995,266.53995,266.87094,266.7349,266.7349,267.3165,267.3165,267.53384,267.75058,267.75058
77,0,108,0,10.8,100,-90.78086716,43.61211801,160.4518805,19.53321785,9.299957794,10.23326005,266.4032,266.48923,0.0019618,0,0,0,0,0,0,0,0,10,-1,-2,-2,-2,-2,-1,-2,6,6,-2,-1,-1,-1,-1,-2,10,10,10,3,-1,10,10,10,-2,-2,10,10,10,10,10,10,10,10,10,10,10,10,-1,-1,-2,266.5233,266.80087,266.80087,266.80087,267.7925,266.5233,266.65524,267.5475,267.5475,267.9063,266.5233,267.1082,267.1082,266.66635,267.22458,266.5233,266.5233,266.9446,267.15823,267.15823,266.9835,266.9835,266.9835,268.67255,268.67255,266.9835,266.9835,267.82715,267.82715,269.25516,266.9835,266.70596,266.70596,267.1982,266.66718,266.5233,266.48923,266.48923,266.62656,266.75034
78,0,107,0,10.7,100,-90.780384,43.61129069,154.7421344,16.5764497,8.449527547,8.126922155,265.97876,266.53012,0.0019618,0,0,0,0,0,0,0,0,8,8,8,9,9,7,8,8,8,8,8,8,8,-1,-1,-1,8,8,-1,-2,-2,8,-1,-2,-2,-2,8,-1,-2,-2,-2,8,8,8,-1,-1,8,8,8,8,-1,266.68808,266.68808,266.96844,267.38614,267.38614,266.57382,266.57382,267.05823,267.05823,267.16818,266.57382,266.57382,266.5006,266.76392,266.46075,266.60754,266.82983,266.82983,266.7674,266.61578,266.60754,267.13303,267.19278,267.19278,267.07446,266.60754,267.13303,267.6012,267.6012,267.83804,266.53012,267.0067,266.57333,266.57333,267.2047,266.53012,266.53012,266.62137,266.77322,266.77322
79,0,106,0,10.6,100,-90.77979961,43.61051303,152.8993593,22.07008565,9.945087165,12.12499849,264.2824,265.7795,0.0169636,0,0,0,0,0,0,0,0,7,7,7,7,-2,7,7,-1,8,8,8,8,8,8,8,-1,8,8,-1,-1,-1,-1,4,4,-2,-2,-1,-1,-1,-2,-2,7,7,-1,-1,-1,7,7,7,-2,6,265.67657,265.67657,265.71466,265.71466,265.71466,265.5805,265.54324,265.54324,265.50177,265.50177,265.5805,265.5805,265.27713,265.27713,265.0039,265.86862,265.86862,265.86862,265.99078,265.99078,265.86862,265.86862,266.17215,266.17215,266.23386,265.86862,266.17215,266.17215,266.36447,266.36447,265.7795,265.7795,265.75922,265.75922,265.72717,265.7795,265.7199,265.7199,265.64755,265.64755
80,0,105,0,10.5,100,-90.77924521,43.60971037,153.990729,17.70548684,8.554591607,9.150895235,261.87967,262.0387,0.0240273,0,0,0,0,0,0,0,0,-1,-1,-2,-2,6,6,-1,-2,-2,7,6,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,261.9552,261.9552,262.3486,262.3486,262.3486,261.98013,262.01477,262.01477,262.1606,262.1606,261.98013,261.98013,261.9356,261.9356,261.9177,262.29642,262.70334,262.70334,263.14606,263.14606,262.29642,262.29642,263.39554,263.39554,264.43643,262.29642,262.90176,262.90176,263.69528,263.69528,262.0387,262.0387,262.15872,262.15872,262.70648,262.0387,262.0387,261.98004,262.02142,262.02142
81,0,104,0,10.4,100,-90.77869456,43.60890571,147.8808156,16.63617476,8.107866124,8.528308634,261.88303,262.11328,0.0058065,0,0,0,0,0,0,0,0,-1,-1,-2,-2,4,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,261.91702,261.91702,261.975,262.1126,262.1126,262.0187,262.0187,261.90234,262.00278,262.00278,262.0187,262.0187,261.90234,261.90234,261.90018,262.3366,262.3366,262.56378,262.56378,262.7833,262.3366,262.3366,262.74826,262.74826,263.3179,262.3366,262.74826,262.74826,263.14874,263.5159,262.11328,262.11328,262.48312,262.2392,262.68207,262.11328,262.11328,261.96042,261.96042,261.89688
82,0,103,0,10.3,100,-90.77792033,43.60820819,123.9616794,8.444609132,4.449803476,3.994805656,261.88416,261.97,0.0058065,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,261.92325,261.92325,261.90698,261.90698,261.90698,262.0744,262.0744,261.98706,261.91995,261.91995,262.0744,262.0744,262.19232,262.19232,262.45706,262.18817,262.4602,262.4602,262.68994,262.80725,262.18817,262.18817,262.70297,262.70297,262.98364,262.18817,262.45993,262.45993,262.58463,262.71497,261.97,261.97,262.17728,262.17728,262.32132,261.97,261.97,261.97,261.90125,261.90125
83,0,102,0,10.2,100,-90.77681659,43.608005,118.3927317,5.607899976,2.741391965,2.866508011,261.90967,262.37607,0.0058065,0,0,0,0,0,0,0,0,-1,-2,-2,9,9,9,-1,-1,-1,-1,7,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,262.26627,262.26627,262.48004,262.48004,262.71002,262.26627,262.28357,262.28357,262.28604,262.28604,262.1449,262.1449,262.0977,262.0977,262.0977,262.01633,262.01633,261.93887,261.93887,261.93887,262.01633,262.01633,261.90967,261.90967,261.92545,262.15662,262.06284,262.06284,261.97723,261.97723,262.15662,262.15662,262.26718,262.26718,262.44772,262.15662,262.37607,262.37607,262.662,263.015
84,0,101,0,10.1,100,-90.77606914,43.60749721,159.6675251,11.36853472,4.720301273,6.648233452,259.55707,262.14767,0.0058065,0,0,0,0,0,0,0,0,-1,-1,-1,9,9,8,-2,9,9,10,10,6,7,7,8,8,6,6,-2,8,-2,-1,-1,-1,-2,-2,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,266.65897,266.65897,266.65897,269.78577,269.78577,266.7438,266.7438,271.52856,271.52856,276.2795,266.7438,266.33304,266.33304,271.84222,271.6958,261.9779,261.43207,261.43207,260.92047,260.92047,261.9779,259.75256,259.75256,259.75256,260.47787,261.9779,260.12476,260.0199,260.0199,260.4692,262.14767,260.55963,260.55963,261.3417,261.69324,262.14767,262.14767,262.1637,262.1637,262.14792
85,0,100,0,10,100,-90.77612201,43.60668093,179.8266176,9.42996633,5.372524185,4.057442145,259.67126,260.21457,0.001749,0,0,0,0,0,0,0,0,-1,10,10,10,10,10,10,10,8,8,8,10,10,10,10,9,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,260.21457,260.21457,262.62912,262.8796,268.40564,260.21457,262.62912,262.62912,267.92502,267.92502,260.21457,260.1397,262.36707,262.1579,266.93265,260.1397,260.1397,260.08774,260.08774,260.04843,259.85873,259.89438,260.2302,260.23868,260.23868,259.85873,260.2104,260.2104,261.03055,261.03055,259.85873,259.85873,260.2104,260.72327,260.72327,260.21457,260.21457,260.28244,260.28244,260.33737
86,0,99,0,9.9,100,-90.77604025,43.60579468,180.6839627,13.82692087,6.954095821,6.872825046,259.76968,259.77573,0.001749,0,0,0,0,0,0,0,0,6,7,7,9,9,9,8,8,8,10,-2,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1,7,7,7,260.7926,260.7748,260.7748,263.5498,263.88034,260.7926,260.7926,263.43918,263.43918,270.62756,260.84723,260.84723,260.84723,264.39926,264.39926,259.80038,259.80038,259.76968,259.76968,259.76968,259.80038,259.9895,259.9895,259.98682,260.36276,259.7982,260.00488,260.00488,260.34702,260.93106,259.7982,260.02756,260.02756,260.02756,260.4592,259.7982,259.77573,259.78848,259.78848,259.95862
87,0,98,0,9.8,100,-90.77612844,43.60490407,196.4121432,13.64124438,5.608515822,8.032728555,259.92285,260.63965,0.001749,0,0,0,0,0,0,0,0,-1,-1,-1,-2,9,9,-1,-2,8,9,9,-1,10,-2,10,8,-1,-1,-1,9,9,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,264.15784,264.15784,265.05243,265.05243,265.05243,264.15784,264.15784,267.01126,269.3786,269.3786,265.48288,265.48288,268.9396,268.9396,268.9396,262.55576,264.1928,264.1928,266.03342,266.03342,262.55576,260.62988,262.02682,262.02682,260.59567,261.51895,260.18228,260.18228,259.92285,260.10904,261.51895,260.18228,259.96844,259.96844,259.95483,261.51895,260.63965,260.63965,260.63965,260.63965
88,0,97,0,9.7,100,-90.77669367,43.60412545,222.4777073,14.45227763,7.228954187,7.223323447,259.92517,261.29553,0.001749,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,262.14325,263.0496,263.0496,265.01352,263.99493,263.9575,263.9575,267.71826,267.71826,269.78198,263.05673,264.81674,264.81674,269.35147,269.35147,263.05673,263.05673,263.83633,263.83633,264.60815,263.05673,261.43015,261.43015,260.68372,260.68372,260.7722,260.7722,260.11255,260.11255,259.97717,262.14325,260.24402,260.24402,259.96973,259.95108,262.14325,261.29553,260.6519,260.6519,260.1308
89,0,96,0,9.6,100,-90.77767559,43.60365296,229.3878743,6.052150663,3.382307977,2.669842686,259.9649,260.00995,0.001749,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,7,3,-2,-2,7,7,-2,-2,-2,-2,-2,260.01007,260.01,260.01,260.01172,260.01172,260.0115,260.0115,260.01645,260.01645,260.01663,260.01007,260.01416,260.01416,260.0109,260.0109,260.0103,260.0103,260.0121,260.0121,260.01282,260.01007,260.01,260.01,260.01,260.01,260.01,260.01,260.01,260.01,260.00998,260.01007,260.01,260.01,260.01144,260.01144,260.00995,260.00995,260.00967,260.00967,260.00967
90,0,95,0,9.5,100,-90.77847706,43.60299305,204.2507125,14.76762745,6.68100379,8.086623663,259.98483,260.01,0.001749,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,8,8,5,5,10,10,10,10,10,10,10,10,-2,-2,10,7,7,7,-2,260.01,260.01,260.01,260.01,260.01,260.01,260.01007,260.01007,260.0106,260.0106,260.00995,260.00995,260.01166,260.01456,259.99988,260.00995,260.00995,260.01068,260.01068,260.0068,260.01,260.01,260.01,260.00998,260.00998,260.01,260.01,260.01,260.01,260.01,260.01,260.01,260.01,260.01,260.01,260.01,260.01,260.01,260.01,260.01
91,0,94,0,9.4,100,-90.77859748,43.60212797,191.9177889,17.85876768,7.833163012,10.02560467,260.26257,261.7784,0.001749,0,0,0,0,0,0,0,0,-1,-1,3,3,3,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,7,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,3,3,3,-2,3,3,3,-1,-2,261.41946,261.4736,261.57077,261.35678,261.35678,261.41946,261.73196,261.73196,262.3544,262.3544,261.41946,261.41946,261.73196,261.9579,261.9579,261.71143,261.71143,261.47293,261.47293,260.87863,261.71143,261.71143,261.95547,261.66803,261.79745,261.71143,261.95547,261.95547,262.1099,262.1099,261.71143,261.7784,262.00714,261.87628,261.99246,261.71143,261.7784,261.6684,261.6684,261.2667
92,0,93,0,9.3,100,-90.77895306,43.60127487,199.3301521,17.66745995,9.959520105,7.707939847,258.15787,258.56262,0.001749,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,8,-1,3,-2,-2,9,-1,-1,-2,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,258.56262,258.52325,258.52325,258.15787,258.15787,258.30792,258.30792,258.5863,258.5863,261.04196,258.512,260.47525,260.47525,263.23285,266.1101,258.512,259.34525,259.34525,260.2349,261.30905,258.512,258.64273,258.64273,260.13882,259.97833,259.0391,259.0391,259.91956,259.91956,260.0432,258.56262,258.93933,258.93933,259.68643,259.68643,258.56262,258.56262,258.6165,258.6165,258.89673
93,0,92,0,9.2,100,-90.7793907,43.60043419,205.986891,16.97690823,8.084675998,8.892232237,258.5203,260.4289,0.000490275,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,7,7,-2,-1,-1,7,7,7,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,5,5,260.61804,259.70233,259.51492,258.6236,258.5203,259.70233,259.70233,258.69116,258.69116,260.76453,260.77048,259.8629,259.8629,259.08768,259.08768,260.77048,260.77048,260.77048,260.9291,260.9291,260.77048,261.09366,261.09366,261.09033,261.09033,261.03244,261.03244,261.0805,261.0805,260.94257,260.61804,261.03244,260.92706,261.03998,260.99118,260.61804,260.4289,260.4289,260.2514,260.2514
94,0,91,0,9.1,100,-90.77999161,43.59968904,203.111576,7.258678057,4.033438488,3.225239568,259.88467,260.3985,0.000490275,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,6,-1,-2,-2,-2,6,6,7,7,-2,7,7,7,7,-2,7,-2,-2,-2,-2,260.50113,260.50113,260.6017,260.6017,260.6017,260.43103,260.63593,260.63593,260.73972,260.73972,260.43103,260.43103,260.56543,260.56543,260.54214,260.3235,260.24536,260.24536,260.21884,260.21884,260.3235,260.3235,260.15857,260.15857,260.0476,260.3235,260.23148,260.23148,260.15347,260.15347,260.3985,260.3985,260.30884,260.30884,260.2304,260.3985,260.3985,260.3985,260.47787,260.47787
95,0,90,0,9,100,-90.78023526,43.59895793,203.4280476,7.623661248,3.809974414,3.813686834,258.3796,260.04083,0.000490275,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,4,4,-2,-2,-2,-2,5,5,5,-1,-1,-1,-1,-1,260.04083,259.96985,259.96985,260.23083,260.23083,259.46503,259.46503,258.94473,258.94473,258.45135,259.65002,258.41498,258.41498,258.6981,259.60513,259.65002,258.48364,259.03226,259.03226,259.71548,259.65002,258.83487,258.83487,259.1196,258.3796,259.72098,259.72098,259.7678,259.7678,259.8231,260.04083,260.04666,260.04666,259.9469,259.9469,260.04083,260.04083,260.13754,260.13754,260.08063
